,A,B,C,D,E,F1,G1,H1,I1,J1,M,N,K1,L,K,I,J,F,G,H,O,P,Q
2016-02-08 12:00:00,-21.7,-142.6,-48.6,-88.0,-67.2,-142.5,-73.7,-89.0,-15.4,-39.5,-189.5,-135.2,-62.9,-102.6,-151.6,-94.4,-685.2,-305.1,-244.4,-300.6,-151.6,-94.4,-685.2
2016-02-08 13:00:00,-21.6,-139.7,-47.9,-87.0,-66.1,-140.6,-73.2,-87.9,-15.4,-38.8,-187.5,-134.1,-62.6,-101.3,-149.6,-92.0,-680.9,-301.8,-241.7,-298.0,-149.6,-92.0,-680.9
2016-02-08 14:00:00,-22.7,-146.0,-51.7,-91.3,-69.0,-148.0,-76.7,-92.1,-16.2,-40.8,-197.1,-140.4,-67.1,-105.0,-157.2,-97.7,-726.7,-316.8,-254.0,-312.5,-157.2,-97.7,-726.7
2016-02-08 15:00:00,-22.8,-146.1,-50.8,-90.9,-69.0,-148.4,-76.2,-92.3,-16.3,-40.4,-197.8,-141.6,-66.9,-105.1,-155.9,-97.4,-727.6,-316.8,-254.5,-313.5,-155.9,-97.4,-727.6
2016-02-08 16:00:00,-21.8,-141.6,-48.1,-85.9,-66.2,-142.2,-72.7,-89.3,-15.8,-38.6,-189.8,-138.0,-64.7,-101.5,-150.4,-92.7,-693.3,-304.2,-244.2,-304.2,-150.4,-92.7,-693.3
2016-02-08 17:00:00,-18.6,-119.4,-40.3,-74.0,-57.1,-121.4,-61.0,-76.4,-13.4,-32.8,-162.1,-116.1,-55.2,-86.8,-129.0,-79.8,-587.3,-258.8,-208.4,-258.1,-129.0,-79.8,-587.3
2016-02-08 18:00:00,-14.3,-91.3,-30.9,-57.4,-43.4,-94.3,-47.0,-57.9,-10.3,-25.6,-122.9,-88.2,-42.3,-66.9,-98.7,-62.5,-455.9,-199.2,-158.7,-197.4,-98.7,-62.5,-455.9
2016-02-08 19:00:00,-9.5,-62.2,-21.1,-38.5,-28.7,-63.4,-31.5,-39.2,-6.9,-17.3,-81.8,-58.9,-27.6,-44.7,-66.3,-41.6,-301.2,-134.1,-106.0,-131.2,-66.3,-41.6,-301.2
2016-02-08 20:00:00,-5.4,-35.1,-11.8,-21.5,-16.1,-35.3,-17.9,-22.2,-3.9,-9.6,-45.4,-33.2,-15.9,-25.0,-37.5,-23.4,-174.7,-75.4,-58.9,-74.1,-37.5,-23.4,-174.7
2016-02-08 21:00:00,-3.2,-20.9,-7.4,-12.7,-9.5,-20.9,-10.7,-13.1,-2.4,-5.6,-27.9,-20.1,-9.4,-14.9,-23.0,-13.4,-107.4,-44.7,-35.9,-44.4,-23.0,-13.4,-107.4
2016-02-08 22:00:00,-2.3,-14.5,-5.3,-9.0,-6.8,-15.1,-7.5,-9.2,-1.7,-4.0,-20.5,-14.4,-6.7,-10.7,-16.5,-9.4,-76.3,-31.8,-26.2,-31.8,-16.5,-9.4,-76.3
2016-02-08 23:00:00,-1.9,-12.4,-4.3,-7.7,-5.7,-13.0,-6.2,-7.7,-1.4,-3.4,-16.7,-11.9,-5.6,-9.0,-13.8,-8.2,-62.2,-26.9,-21.5,-26.5,-13.8,-8.2,-62.2
2016-02-09 00:00:00,-1.7,-11.4,-4.0,-7.1,-5.3,-11.6,-5.8,-7.0,-1.2,-3.0,-14.7,-11.1,-5.1,-8.1,-12.6,-7.6,-56.5,-24.4,-19.0,-24.3,-12.6,-7.6,-56.5
2016-02-09 01:00:00,-1.7,-11.3,-3.9,-6.9,-5.3,-11.3,-5.8,-6.9,-1.2,-3.0,-14.2,-11.0,-5.0,-7.9,-12.3,-7.6,-56.1,-24.0,-18.4,-23.9,-12.3,-7.6,-56.1
2016-02-09 02:00:00,-1.7,-11.1,-3.9,-6.9,-5.2,-11.1,-5.8,-6.8,-1.2,-3.0,-14.0,-10.9,-5.0,-7.8,-12.2,-7.5,-55.5,-23.7,-18.3,-23.6,-12.2,-7.5,-55.5
2016-02-09 03:00:00,-1.7,-11.1,-3.9,-6.9,-5.2,-11.1,-5.8,-6.8,-1.2,-3.0,-14.1,-10.9,-4.9,-7.8,-12.1,-7.5,-55.6,-23.6,-18.3,-23.7,-12.1,-7.5,-55.6
2016-02-09 04:00:00,-1.7,-11.5,-3.9,-7.0,-5.4,-11.3,-5.9,-7.0,-1.2,-3.0,-14.5,-11.3,-5.1,-8.1,-12.4,-7.7,-56.8,-24.2,-18.8,-24.5,-12.4,-7.7,-56.8
2016-02-09 05:00:00,-1.8,-12.3,-4.1,-7.2,-5.6,-11.8,-6.2,-7.4,-1.3,-3.2,-15.3,-12.0,-5.4,-8.5,-13.0,-8.0,-59.5,-25.3,-19.7,-26.0,-13.0,-8.0,-59.5
2016-02-09 06:00:00,-2.1,-14.1,-4.7,-8.2,-6.4,-13.8,-7.2,-8.4,-1.5,-3.7,-17.6,-13.8,-6.5,-9.9,-14.7,-9.2,-68.2,-29.4,-22.8,-30.2,-14.7,-9.2,-68.2
2016-02-09 07:00:00,-3.0,-19.5,-6.7,-11.6,-9.1,-19.9,-10.3,-11.7,-2.1,-5.1,-25.2,-19.7,-9.4,-13.9,-21.1,-13.0,-95.8,-41.9,-32.4,-43.0,-21.1,-13.0,-95.8
2016-02-09 08:00:00,-5.7,-34.9,-12.2,-22.2,-17.3,-37.8,-19.0,-21.5,-3.9,-9.5,-47.7,-37.3,-17.2,-25.3,-40.9,-23.9,-181.4,-78.3,-61.2,-79.8,-40.9,-23.9,-181.4
2016-02-09 09:00:00,-11.2,-66.4,-23.4,-42.7,-35.4,-73.3,-36.5,-42.1,-7.7,-18.6,-94.5,-72.0,-32.1,-48.7,-76.6,-45.8,-356.4,-151.9,-120.9,-152.9,-76.6,-45.8,-356.4
2016-02-09 10:00:00,-17.4,-109.0,-37.5,-68.0,-56.2,-116.2,-58.8,-68.4,-12.5,-31.5,-150.2,-112.4,-50.7,-78.5,-123.4,-73.3,-564.1,-243.4,-194.3,-241.6,-123.4,-73.3,-564.1
2016-02-09 11:00:00,-21.2,-132.8,-45.0,-81.2,-65.4,-138.6,-71.0,-81.3,-15.1,-38.2,-179.1,-133.2,-60.4,-92.9,-148.1,-87.7,-669.0,-290.9,-232.3,-286.5,-148.1,-87.7,-669.0
2016-02-09 12:00:00,-22.1,-139.0,-47.5,-85.6,-67.2,-142.4,-74.1,-84.5,-15.7,-39.6,-188.2,-138.2,-63.0,-97.0,-154.9,-92.5,-696.3,-301.1,-243.5,-298.2,-154.9,-92.5,-696.3
2016-02-09 13:00:00,-21.5,-137.5,-47.4,-84.9,-66.4,-139.6,-73.2,-84.2,-15.6,-38.9,-186.2,-139.0,-62.6,-97.0,-152.5,-91.3,-692.6,-297.1,-240.7,-298.7,-152.5,-91.3,-692.6
2016-02-09 14:00:00,-22.4,-144.6,-50.1,-89.4,-70.6,-147.1,-77.2,-88.2,-16.6,-41.3,-193.4,-146.8,-66.1,-102.1,-160.2,-95.8,-736.2,-312.5,-251.3,-315.0,-160.2,-95.8,-736.2
2016-02-09 15:00:00,-22.6,-144.9,-49.9,-90.6,-70.9,-146.3,-77.3,-88.5,-16.8,-41.4,-193.9,-146.8,-66.3,-102.3,-161.8,-96.1,-734.1,-312.1,-252.0,-315.4,-161.8,-96.1,-734.1
2016-02-09 16:00:00,-21.8,-137.9,-47.4,-86.2,-68.2,-139.5,-73.9,-84.7,-16.1,-38.9,-186.2,-141.2,-63.2,-99.1,-155.7,-92.1,-700.0,-298.0,-241.2,-303.5,-155.7,-92.1,-700.0
2016-02-09 17:00:00,-18.5,-116.2,-40.0,-72.7,-59.1,-120.3,-63.2,-70.6,-13.8,-32.6,-156.8,-120.0,-53.8,-84.1,-132.6,-78.6,-594.2,-254.1,-203.2,-258.0,-132.6,-78.6,-594.2
2016-02-09 18:00:00,-14.3,-88.3,-30.8,-56.3,-46.0,-93.7,-49.2,-53.8,-10.8,-25.1,-120.7,-91.3,-41.2,-63.7,-100.9,-61.1,-449.1,-196.7,-156.6,-196.1,-100.9,-61.1,-449.1
2016-02-09 19:00:00,-9.5,-59.3,-20.7,-37.7,-29.9,-62.7,-33.0,-36.3,-7.0,-17.3,-81.1,-60.4,-27.4,-42.3,-67.9,-41.4,-296.9,-132.0,-105.4,-130.2,-67.9,-41.4,-296.9
2016-02-09 20:00:00,-5.3,-33.9,-11.9,-21.6,-16.7,-35.6,-18.7,-20.6,-4.0,-9.9,-44.3,-33.4,-15.5,-23.3,-38.2,-23.6,-168.1,-74.9,-58.2,-72.3,-38.2,-23.6,-168.1
2016-02-09 21:00:00,-3.2,-21.1,-7.2,-12.8,-9.6,-21.3,-11.0,-12.7,-2.4,-6.0,-26.3,-20.4,-9.2,-14.1,-23.5,-13.9,-100.8,-45.0,-34.7,-43.6,-23.5,-13.9,-100.8
2016-02-09 22:00:00,-2.3,-14.5,-5.1,-8.7,-6.9,-15.1,-7.7,-9.1,-1.7,-4.2,-18.3,-14.4,-6.2,-9.9,-16.8,-9.6,-71.7,-31.9,-24.2,-30.5,-16.8,-9.6,-71.7
2016-02-09 23:00:00,-1.9,-12.0,-4.3,-7.4,-5.8,-13.1,-6.6,-7.6,-1.4,-3.5,-15.7,-12.1,-5.2,-8.3,-13.9,-8.3,-59.6,-27.3,-20.6,-25.5,-13.9,-8.3,-59.6
2016-02-10 00:00:00,-1.7,-11.2,-3.9,-7.0,-5.2,-12.0,-6.0,-7.1,-1.3,-3.2,-15.1,-10.9,-5.0,-7.7,-12.3,-7.4,-55.5,-25.0,-19.6,-23.5,-12.3,-7.4,-55.5
2016-02-10 01:00:00,-1.7,-11.4,-3.9,-7.0,-5.1,-11.8,-5.9,-7.0,-1.3,-3.1,-15.4,-10.6,-4.9,-7.8,-12.0,-7.3,-55.1,-24.7,-19.8,-23.3,-12.0,-7.3,-55.1
2016-02-10 02:00:00,-1.7,-11.3,-3.8,-6.9,-5.1,-11.7,-5.8,-7.0,-1.3,-3.0,-15.3,-10.5,-4.9,-7.7,-11.9,-7.2,-54.8,-24.5,-19.6,-23.1,-11.9,-7.2,-54.8
2016-02-10 03:00:00,-1.6,-11.2,-3.8,-6.9,-5.1,-11.8,-5.8,-6.9,-1.3,-3.1,-15.2,-10.5,-4.9,-7.6,-11.8,-7.2,-54.6,-24.4,-19.6,-23.0,-11.8,-7.2,-54.6
2016-02-10 04:00:00,-1.7,-11.2,-3.9,-7.1,-5.2,-12.0,-5.9,-6.9,-1.3,-3.2,-15.6,-10.7,-5.0,-7.8,-12.1,-7.3,-55.5,-24.9,-20.1,-23.5,-12.1,-7.3,-55.5
2016-02-10 05:00:00,-1.8,-11.7,-4.1,-7.5,-5.5,-12.4,-6.2,-7.3,-1.4,-3.3,-16.3,-11.2,-5.2,-8.3,-12.6,-7.7,-57.9,-25.8,-21.1,-24.7,-12.6,-7.7,-57.9
2016-02-10 06:00:00,-2.0,-13.6,-4.8,-8.7,-6.3,-13.9,-7.1,-8.4,-1.6,-3.8,-18.6,-13.1,-6.0,-9.6,-14.4,-8.7,-66.6,-29.5,-24.0,-28.7,-14.4,-8.7,-66.6
2016-02-10 07:00:00,-2.9,-19.4,-6.9,-12.4,-8.9,-19.9,-10.1,-11.8,-2.2,-5.5,-26.0,-18.9,-8.5,-13.6,-19.9,-12.4,-95.2,-41.8,-33.7,-41.0,-19.9,-12.4,-95.2
2016-02-10 08:00:00,-5.3,-35.4,-12.7,-23.0,-16.7,-37.7,-19.3,-22.0,-4.0,-10.6,-47.5,-35.6,-15.6,-25.9,-36.8,-23.6,-173.2,-79.0,-62.2,-77.0,-36.8,-23.6,-173.2
2016-02-10 09:00:00,-10.1,-68.5,-23.9,-45.8,-33.3,-73.9,-39.0,-42.1,-7.6,-20.2,-93.0,-68.2,-31.1,-51.2,-74.6,-45.9,-329.5,-154.9,-120.8,-150.6,-74.6,-45.9,-329.5
2016-02-10 10:00:00,-16.4,-111.6,-38.1,-70.7,-53.9,-117.5,-61.3,-67.2,-12.5,-31.4,-151.9,-107.0,-50.6,-81.7,-122.7,-72.5,-527.9,-246.0,-195.8,-239.3,-122.7,-72.5,-527.9
2016-02-10 11:00:00,-20.2,-135.0,-45.4,-83.0,-63.6,-137.2,-72.5,-82.3,-14.8,-37.8,-180.6,-130.9,-60.9,-97.7,-145.5,-86.5,-640.3,-292.0,-233.2,-289.4,-145.5,-86.5,-640.3
2016-02-10 12:00:00,-21.2,-141.7,-47.5,-87.2,-66.2,-143.7,-75.1,-86.1,-15.6,-39.5,-189.6,-138.5,-63.5,-100.6,-150.2,-91.3,-680.4,-304.8,-244.7,-302.6,-150.2,-91.3,-680.4
2016-02-10 13:00:00,-21.0,-138.9,-46.9,-86.8,-65.3,-142.7,-74.2,-85.4,-15.5,-39.1,-188.3,-136.6,-62.4,-99.3,-149.0,-90.1,-681.7,-302.4,-242.9,-298.3,-149.0,-90.1,-681.7
2016-02-10 14:00:00,-22.0,-146.3,-49.8,-93.2,-69.0,-150.9,-77.9,-90.7,-16.5,-41.0,-198.9,-142.4,-65.6,-103.9,-158.6,-93.8,-716.5,-319.4,-256.4,-311.9,-158.6,-93.8,-716.5
2016-02-10 15:00:00,-21.9,-144.6,-50.8,-93.6,-69.9,-149.6,-77.9,-90.5,-16.5,-41.7,-199.3,-142.2,-66.0,-103.7,-157.6,-94.5,-711.1,-318.0,-257.5,-311.9,-157.6,-94.5,-711.1
2016-02-10 16:00:00,-20.8,-140.1,-49.4,-89.7,-67.0,-142.8,-74.7,-86.0,-15.8,-40.6,-190.7,-136.7,-63.7,-99.5,-152.2,-91.1,-678.0,-303.6,-247.1,-299.8,-152.2,-91.1,-678.0
2016-02-10 17:00:00,-17.7,-119.3,-41.4,-77.2,-57.7,-122.7,-64.1,-73.1,-13.2,-34.6,-160.8,-117.3,-53.2,-85.0,-129.5,-77.9,-572.7,-259.8,-208.6,-255.5,-129.5,-77.9,-572.7
2016-02-10 18:00:00,-13.7,-93.5,-32.1,-58.5,-44.1,-93.5,-49.1,-55.6,-10.3,-26.0,-123.3,-90.4,-40.8,-65.6,-98.6,-60.6,-446.2,-198.1,-159.6,-196.7,-98.6,-60.6,-446.2
2016-02-10 19:00:00,-9.2,-61.6,-21.5,-38.0,-29.2,-62.9,-32.3,-36.9,-7.0,-17.4,-83.8,-60.5,-26.8,-44.2,-64.5,-40.8,-298.5,-132.1,-108.1,-131.4,-64.5,-40.8,-298.5
2016-02-10 20:00:00,-5.1,-34.8,-12.3,-21.2,-16.3,-35.6,-17.9,-20.8,-4.0,-9.8,-47.2,-34.2,-15.0,-24.6,-36.1,-23.3,-164.0,-74.4,-60.9,-73.9,-36.1,-23.3,-164.0
2016-02-10 21:00:00,-3.1,-20.8,-7.3,-12.5,-9.7,-21.5,-10.7,-12.7,-2.4,-5.8,-28.2,-20.6,-9.1,-14.7,-21.0,-13.5,-98.7,-45.0,-36.4,-44.3,-21.0,-13.5,-98.7
2016-02-10 22:00:00,-2.2,-14.9,-5.3,-9.0,-6.9,-14.7,-7.7,-9.1,-1.7,-4.2,-19.9,-14.5,-6.4,-10.2,-15.2,-9.4,-71.6,-31.5,-25.8,-31.1,-15.2,-9.4,-71.6
2016-02-10 23:00:00,-1.8,-12.9,-4.3,-7.7,-5.7,-12.2,-6.4,-7.5,-1.4,-3.6,-16.5,-12.2,-5.3,-8.7,-13.1,-8.1,-61.6,-26.1,-21.5,-26.2,-13.1,-8.1,-61.6
2016-02-11 00:00:00,-1.7,-11.5,-3.9,-7.1,-5.3,-11.2,-5.9,-6.9,-1.3,-3.2,-15.6,-11.2,-5.0,-8.1,-12.1,-7.5,-54.5,-24.0,-20.0,-24.3,-12.1,-7.5,-54.5
2016-02-11 01:00:00,-1.6,-11.2,-3.8,-7.0,-5.3,-11.3,-5.9,-6.9,-1.3,-3.0,-15.5,-11.1,-5.2,-8.1,-11.6,-7.4,-53.7,-24.0,-19.8,-24.3,-11.6,-7.4,-53.7
2016-02-11 02:00:00,-1.6,-11.1,-3.8,-6.9,-5.3,-11.2,-5.8,-6.9,-1.3,-3.0,-15.4,-10.9,-5.2,-8.0,-11.5,-7.3,-53.5,-24.0,-19.7,-24.1,-11.5,-7.3,-53.5
2016-02-11 03:00:00,-1.6,-11.0,-3.7,-7.0,-5.3,-11.1,-5.9,-6.8,-1.2,-3.0,-15.4,-11.0,-5.1,-7.9,-11.5,-7.3,-53.2,-23.9,-19.7,-24.0,-11.5,-7.3,-53.2
2016-02-11 04:00:00,-1.7,-11.3,-3.8,-7.1,-5.3,-11.3,-6.0,-6.9,-1.3,-3.1,-15.8,-11.3,-5.2,-8.1,-11.7,-7.5,-53.9,-24.2,-20.2,-24.7,-11.7,-7.5,-53.9
2016-02-11 05:00:00,-1.7,-11.8,-4.0,-7.5,-5.5,-11.9,-6.3,-7.1,-1.3,-3.3,-16.6,-11.9,-5.5,-8.6,-12.1,-7.8,-55.9,-25.3,-21.2,-26.0,-12.1,-7.8,-55.9
2016-02-11 06:00:00,-2.0,-13.6,-4.5,-8.6,-6.4,-13.7,-7.1,-8.3,-1.5,-3.8,-19.1,-13.6,-6.3,-10.0,-13.8,-9.1,-63.9,-29.1,-24.4,-29.9,-13.8,-9.1,-63.9
2016-02-11 07:00:00,-2.9,-19.5,-6.4,-12.3,-9.2,-19.1,-10.1,-11.7,-2.1,-5.4,-26.8,-19.7,-8.9,-14.2,-19.5,-12.9,-91.1,-40.9,-34.4,-42.8,-19.5,-12.9,-91.1
2016-02-11 08:00:00,-5.4,-37.0,-12.3,-23.3,-17.3,-35.9,-19.2,-22.2,-4.1,-10.2,-49.3,-37.9,-16.8,-26.1,-36.9,-23.7,-171.8,-77.2,-63.6,-80.8,-36.9,-23.7,-171.8
2016-02-11 09:00:00,-10.7,-71.8,-24.8,-44.8,-34.6,-71.4,-36.9,-43.6,-8.1,-19.4,-96.9,-74.5,-32.9,-50.5,-76.0,-45.5,-345.5,-151.8,-124.4,-157.9,-76.0,-45.5,-345.5
2016-02-11 10:00:00,-16.9,-113.1,-40.1,-72.4,-55.2,-114.0,-57.7,-70.8,-12.8,-30.8,-151.4,-116.0,-52.1,-80.5,-120.6,-72.6,-559.1,-242.5,-195.0,-248.6,-120.6,-72.6,-559.1
2016-02-11 11:00:00,-19.9,-133.9,-47.2,-85.8,-65.7,-136.8,-68.1,-85.4,-15.2,-37.7,-180.9,-135.1,-61.4,-97.4,-143.0,-86.6,-670.8,-290.3,-233.8,-293.8,-143.0,-86.6,-670.8
2016-02-11 12:00:00,-20.6,-140.8,-49.0,-89.0,-67.6,-142.6,-70.6,-87.6,-15.6,-39.6,-188.5,-138.8,-63.7,-102.6,-150.9,-90.4,-696.9,-300.8,-243.7,-305.1,-150.9,-90.4,-696.9
2016-02-11 13:00:00,-20.4,-139.4,-48.4,-87.4,-66.4,-141.0,-70.1,-86.3,-15.5,-39.0,-188.4,-137.7,-63.2,-101.8,-149.5,-89.6,-688.4,-297.3,-242.9,-302.7,-149.5,-89.6,-688.4
2016-02-11 14:00:00,-21.4,-146.2,-50.7,-92.0,-71.2,-147.5,-73.8,-91.0,-16.6,-41.2,-200.9,-145.2,-67.5,-106.7,-157.5,-94.8,-720.4,-312.3,-258.6,-319.4,-157.5,-94.8,-720.4
2016-02-11 15:00:00,-21.6,-146.4,-50.6,-91.6,-70.7,-144.8,-73.9,-90.6,-16.5,-41.4,-200.3,-144.9,-67.5,-106.4,-158.2,-95.2,-726.5,-309.3,-258.1,-318.8,-158.2,-95.2,-726.5
2016-02-11 16:00:00,-20.6,-140.3,-48.4,-88.4,-67.8,-137.5,-70.9,-86.7,-15.8,-39.4,-190.3,-139.9,-64.1,-101.9,-150.9,-91.6,-700.9,-295.1,-245.5,-305.9,-150.9,-91.6,-700.9
2016-02-11 17:00:00,-17.6,-118.2,-41.9,-76.1,-58.2,-117.2,-60.1,-74.7,-13.6,-32.8,-161.2,-118.3,-54.4,-87.2,-128.7,-76.7,-595.5,-252.0,-207.6,-259.8,-128.7,-76.7,-595.5
2016-02-11 18:00:00,-13.5,-91.4,-32.3,-58.7,-44.7,-91.6,-46.3,-57.6,-10.3,-25.2,-122.9,-90.1,-42.5,-66.7,-100.1,-58.9,-458.1,-195.6,-158.4,-199.3,-100.1,-58.9,-458.1
2016-02-11 19:00:00,-8.9,-61.4,-21.6,-39.5,-29.6,-62.4,-31.4,-37.6,-6.8,-17.0,-81.1,-60.3,-28.5,-43.7,-65.3,-39.6,-304.6,-131.4,-104.8,-132.6,-65.3,-39.6,-304.6
2016-02-11 20:00:00,-5.0,-34.4,-12.0,-22.9,-16.6,-34.6,-17.7,-21.2,-3.8,-9.6,-45.1,-34.3,-16.3,-24.9,-36.8,-22.4,-169.5,-73.5,-58.5,-75.5,-36.8,-22.4,-169.5
2016-02-11 21:00:00,-2.9,-19.9,-7.2,-13.5,-9.8,-19.9,-10.6,-12.4,-2.3,-5.9,-28.0,-21.3,-9.9,-15.1,-21.7,-13.8,-98.5,-42.9,-36.2,-46.3,-21.7,-13.8,-98.5
2016-02-11 22:00:00,-2.1,-14.3,-5.2,-9.3,-7.0,-13.7,-7.5,-8.9,-1.7,-4.1,-20.6,-15.1,-7.1,-11.0,-15.7,-10.0,-69.0,-30.1,-26.5,-33.2,-15.7,-10.0,-69.0
2016-02-11 23:00:00,-1.8,-12.1,-4.3,-7.9,-6.0,-11.8,-6.5,-7.6,-1.4,-3.4,-17.0,-12.5,-5.9,-9.1,-13.5,-8.2,-58.5,-25.9,-21.9,-27.4,-13.5,-8.2,-58.5
2016-02-12 00:00:00,-1.7,-11.2,-3.9,-7.0,-5.4,-11.2,-6.0,-7.1,-1.3,-3.2,-14.9,-11.1,-5.2,-8.1,-12.5,-7.5,-55.2,-24.4,-19.4,-24.4,-12.5,-7.5,-55.2
2016-02-12 01:00:00,-1.6,-11.2,-3.8,-6.6,-5.3,-11.3,-6.1,-7.1,-1.2,-3.2,-14.4,-10.9,-5.0,-7.9,-12.2,-7.4,-55.3,-24.5,-18.8,-23.8,-12.2,-7.4,-55.3
2016-02-12 02:00:00,-1.6,-11.2,-3.7,-6.5,-5.3,-11.2,-6.0,-7.1,-1.2,-3.2,-14.3,-10.8,-5.0,-7.8,-12.1,-7.3,-54.8,-24.3,-18.7,-23.6,-12.1,-7.3,-54.8
2016-02-12 03:00:00,-1.6,-11.1,-3.7,-6.5,-5.2,-11.2,-6.0,-7.1,-1.2,-3.1,-14.3,-10.8,-5.0,-7.8,-12.1,-7.3,-54.6,-24.3,-18.7,-23.5,-12.1,-7.3,-54.6
2016-02-12 04:00:00,-1.6,-11.3,-3.9,-6.7,-5.4,-11.6,-6.0,-7.2,-1.3,-3.2,-14.6,-11.1,-5.1,-8.0,-12.3,-7.4,-55.5,-24.8,-19.0,-24.2,-12.3,-7.4,-55.5
2016-02-12 05:00:00,-1.7,-11.7,-4.0,-7.0,-5.6,-12.0,-6.3,-7.4,-1.3,-3.3,-15.2,-11.7,-5.2,-8.5,-12.6,-7.8,-57.5,-25.8,-19.9,-25.4,-12.6,-7.8,-57.5
2016-02-12 06:00:00,-2.0,-13.5,-4.6,-8.3,-6.4,-13.6,-7.3,-8.5,-1.6,-3.7,-17.6,-13.6,-6.1,-10.0,-14.5,-9.0,-65.6,-29.4,-22.9,-29.6,-14.5,-9.0,-65.6
2016-02-12 07:00:00,-2.9,-19.1,-6.5,-11.9,-9.0,-19.3,-10.4,-12.0,-2.2,-5.4,-25.5,-19.1,-8.8,-14.4,-20.8,-12.7,-92.3,-41.7,-33.1,-42.3,-20.8,-12.7,-92.3
2016-02-12 08:00:00,-5.6,-35.6,-12.2,-21.9,-16.4,-35.9,-19.3,-22.1,-4.0,-10.2,-48.7,-34.9,-16.5,-26.2,-39.3,-23.6,-171.0,-77.3,-62.9,-77.6,-39.3,-23.6,-171.0
2016-02-12 09:00:00,-10.8,-69.2,-24.2,-42.7,-32.3,-70.1,-37.1,-43.9,-7.6,-20.0,-93.6,-66.0,-31.5,-50.2,-77.1,-47.0,-333.3,-151.2,-121.1,-147.7,-77.1,-47.0,-333.3
2016-02-12 10:00:00,-17.0,-112.3,-39.4,-67.4,-52.3,-113.2,-59.0,-70.7,-12.1,-32.4,-149.7,-106.6,-50.3,-78.5,-124.1,-74.9,-546.1,-242.9,-194.2,-235.4,-124.1,-74.9,-546.1
2016-02-12 11:00:00,-20.4,-134.6,-46.7,-81.3,-63.4,-134.2,-70.3,-84.7,-14.6,-39.2,-178.2,-127.5,-59.9,-95.4,-146.5,-89.8,-664.7,-289.2,-232.0,-282.8,-146.5,-89.8,-664.7
2016-02-12 12:00:00,-21.2,-142.2,-48.5,-85.1,-66.5,-139.8,-72.7,-88.1,-15.5,-41.2,-186.4,-135.1,-61.9,-100.3,-153.8,-92.7,-696.9,-300.6,-243.1,-297.3,-153.8,-92.7,-696.9
2016-02-12 13:00:00,-21.0,-140.4,-48.2,-84.3,-65.6,-138.3,-71.9,-86.3,-15.3,-40.2,-182.6,-133.1,-61.7,-98.8,-152.4,-91.0,-686.7,-296.6,-238.1,-293.5,-152.4,-91.0,-686.7
2016-02-12 14:00:00,-22.1,-147.3,-50.8,-88.6,-69.6,-146.5,-77.8,-90.6,-16.2,-41.9,-190.0,-140.3,-65.3,-103.5,-160.9,-97.3,-714.9,-314.9,-248.1,-309.1,-160.9,-97.3,-714.9
2016-02-12 15:00:00,-22.1,-146.2,-50.7,-88.3,-69.3,-148.4,-76.3,-90.6,-16.4,-41.8,-189.3,-141.8,-65.5,-103.3,-162.0,-97.1,-718.1,-315.3,-247.4,-310.6,-162.0,-97.1,-718.1
2016-02-12 16:00:00,-21.4,-140.2,-48.7,-85.1,-65.9,-143.7,-71.9,-85.8,-15.7,-39.6,-182.4,-135.9,-62.6,-99.8,-156.2,-93.8,-685.8,-301.4,-237.7,-298.4,-156.2,-93.8,-685.8
2016-02-12 17:00:00,-17.9,-118.6,-41.4,-72.7,-55.7,-120.3,-60.6,-73.1,-13.3,-33.6,-153.1,-116.0,-53.6,-85.6,-133.0,-79.7,-583.6,-253.9,-200.0,-255.2,-133.0,-79.7,-583.6
2016-02-12 18:00:00,-13.7,-92.6,-31.7,-55.0,-42.8,-91.4,-47.0,-55.9,-10.2,-25.7,-118.4,-89.4,-41.4,-65.6,-103.2,-62.6,-447.6,-194.2,-154.4,-196.4,-103.2,-62.6,-447.6
2016-02-12 19:00:00,-9.2,-62.5,-20.9,-36.7,-29.1,-59.7,-32.0,-37.2,-6.9,-17.6,-80.7,-60.2,-27.2,-44.5,-67.4,-41.6,-295.8,-128.9,-105.2,-131.9,-67.4,-41.6,-295.8
2016-02-12 20:00:00,-5.2,-34.5,-11.5,-20.1,-16.4,-33.7,-18.2,-20.7,-3.9,-9.6,-44.6,-34.5,-15.6,-25.0,-38.6,-23.6,-165.8,-72.7,-58.1,-75.1,-38.6,-23.6,-165.8
2016-02-12 21:00:00,-3.2,-20.4,-6.8,-12.4,-9.9,-20.1,-11.0,-12.6,-2.3,-5.8,-27.3,-20.4,-9.0,-15.0,-22.9,-13.8,-99.5,-43.7,-35.4,-44.4,-22.9,-13.8,-99.5
2016-02-12 22:00:00,-2.3,-14.5,-4.8,-8.8,-7.0,-14.1,-7.6,-8.9,-1.6,-4.0,-19.0,-14.7,-6.3,-10.7,-16.2,-10.0,-70.9,-30.6,-24.6,-31.7,-16.2,-10.0,-70.9
2016-02-12 23:00:00,-2.2,-13.8,-4.5,-8.2,-6.4,-13.1,-6.9,-8.3,-1.5,-3.7,-17.1,-13.3,-6.1,-9.8,-15.1,-9.3,-65.1,-28.3,-22.3,-29.2,-15.1,-9.3,-65.1
