,A,B,C,D,E,F1,G1,H1,I1,J1,M,N,K1,L,K,I,J,F,G,H,O,P,Q
2016-01-01 00:00:00,-34.2,-231.7,-80.5,-141.6,-108.2,-231.5,-122.3,-142.6,-25.7,-64.9,-305.6,-224.4,-103.0,-164.2,-249.3,-152.1,-1131.0,-496.4,-396.2,-491.6,-249.3,-152.1,-1131.0
2016-01-01 01:00:00,-32.1,-218.3,-76.0,-132.6,-102.3,-218.7,-115.9,-133.5,-24.4,-61.0,-286.5,-210.7,-96.9,-154.5,-235.3,-143.8,-1059.9,-468.1,-371.9,-462.1,-235.3,-143.8,-1059.9
2016-01-01 02:00:00,-30.7,-208.8,-72.6,-126.9,-98.2,-209.8,-110.4,-128.0,-23.3,-58.2,-274.1,-201.6,-92.5,-147.3,-224.0,-137.4,-1015.4,-448.2,-355.6,-441.3,-224.0,-137.4,-1015.4
2016-01-01 03:00:00,-30.0,-203.4,-71.0,-124.2,-96.1,-205.0,-107.7,-125.3,-22.7,-56.7,-267.5,-196.7,-90.3,-143.6,-218.2,-133.9,-990.5,-438.1,-346.9,-430.6,-218.2,-133.9,-990.5
2016-01-01 04:00:00,-30.3,-205.1,-72.0,-126.1,-97.3,-207.5,-109.3,-127.0,-23.0,-57.2,-269.9,-198.9,-91.4,-145.7,-220.8,-135.4,-1000.0,-443.8,-350.1,-436.0,-220.8,-135.4,-1000.0
2016-01-01 05:00:00,-31.6,-213.6,-75.3,-131.9,-101.5,-216.4,-114.4,-132.4,-24.0,-59.6,-280.5,-207.4,-95.4,-152.8,-230.7,-141.3,-1043.3,-463.2,-364.1,-455.6,-230.7,-141.3,-1043.3
2016-01-01 06:00:00,-34.4,-231.1,-81.5,-143.1,-109.9,-234.5,-124.2,-142.9,-26.1,-64.9,-303.5,-225.4,-103.4,-166.5,-250.3,-153.3,-1130.8,-501.6,-394.4,-495.4,-250.3,-153.3,-1130.8
2016-01-01 07:00:00,-38.3,-257.2,-90.3,-159.4,-122.6,-260.7,-138.0,-158.4,-28.9,-72.5,-337.6,-250.6,-114.9,-185.3,-278.3,-170.8,-1259.6,-557.2,-439.0,-550.8,-278.3,-170.8,-1259.6
2016-01-01 08:00:00,-44.9,-301.8,-105.4,-186.3,-144.3,-306.3,-160.9,-185.9,-33.8,-85.2,-396.0,-294.5,-134.6,-217.0,-326.4,-200.4,-1481.0,-653.1,-515.0,-646.1,-326.4,-200.4,-1481.0
2016-01-01 09:00:00,-52.3,-352.0,-123.4,-217.1,-167.7,-356.5,-186.7,-216.6,-39.3,-99.4,-462.4,-341.6,-156.7,-255.0,-379.8,-231.7,-1732.8,-759.7,-601.0,-753.3,-379.8,-231.7,-1732.8
2016-01-01 10:00:00,-59.1,-398.6,-139.1,-244.1,-189.9,-400.4,-209.1,-245.1,-43.9,-112.0,-522.0,-384.5,-176.6,-286.7,-425.8,-260.0,-1954.1,-854.6,-677.9,-847.9,-425.8,-260.0,-1954.1
2016-01-01 11:00:00,-62.7,-425.9,-148.5,-261.0,-202.4,-426.2,-223.6,-262.5,-46.9,-119.5,-557.8,-409.5,-189.4,-305.2,-453.6,-278.1,-2086.0,-912.3,-724.1,-904.1,-453.6,-278.1,-2086.0
2016-01-01 12:00:00,-61.9,-418.6,-146.5,-256.1,-199.5,-419.4,-220.0,-260.2,-46.1,-117.5,-549.5,-403.7,-185.4,-299.0,-443.5,-272.6,-2058.4,-899.6,-713.1,-888.1,-443.5,-272.6,-2058.4
2016-01-01 13:00:00,-60.5,-408.4,-142.7,-249.9,-195.1,-409.3,-214.7,-253.1,-45.0,-115.1,-537.0,-395.1,-180.6,-292.2,-433.1,-266.4,-2008.1,-877.1,-697.1,-867.9,-433.1,-266.4,-2008.1
2016-01-01 14:00:00,-63.0,-425.9,-147.5,-259.6,-203.2,-425.2,-222.7,-261.4,-46.5,-119.9,-557.4,-410.3,-187.5,-304.9,-450.2,-278.0,-2079.1,-909.3,-723.7,-902.7,-450.2,-278.0,-2079.1
2016-01-01 15:00:00,-65.2,-440.2,-151.7,-267.9,-209.9,-436.6,-230.1,-267.9,-47.9,-123.8,-574.8,-423.2,-193.4,-315.3,-464.9,-287.8,-2134.5,-934.6,-746.5,-931.9,-464.9,-287.8,-2134.5
2016-01-01 16:00:00,-67.9,-456.7,-157.9,-279.6,-218.6,-455.1,-239.3,-279.2,-50.1,-129.0,-601.6,-442.5,-201.6,-327.7,-483.9,-298.5,-2231.7,-973.6,-780.7,-971.8,-483.9,-298.5,-2231.7
2016-01-01 17:00:00,-69.7,-464.2,-162.4,-288.3,-224.9,-466.8,-244.9,-287.5,-51.6,-132.5,-621.3,-455.5,-206.9,-336.9,-495.9,-305.1,-2293.2,-999.1,-805.4,-999.3,-495.9,-305.1,-2293.2
2016-01-01 18:00:00,-66.2,-438.8,-154.5,-274.2,-214.2,-442.4,-231.9,-275.6,-49.0,-125.4,-591.8,-430.7,-196.5,-318.6,-468.4,-288.7,-2183.2,-949.8,-766.2,-945.8,-468.4,-288.7,-2183.2
2016-01-01 19:00:00,-56.5,-376.7,-132.6,-234.7,-183.5,-377.7,-198.8,-237.2,-42.0,-106.9,-505.8,-366.0,-168.1,-271.2,-398.2,-247.0,-1869.6,-813.6,-654.8,-805.3,-398.2,-247.0,-1869.6
2016-01-01 20:00:00,-45.1,-302.6,-106.3,-188.0,-146.9,-302.0,-159.6,-190.9,-33.9,-85.7,-404.9,-292.7,-134.6,-216.6,-318.2,-197.6,-1501.8,-652.5,-524.4,-643.8,-318.2,-197.6,-1501.8
2016-01-01 21:00:00,-37.9,-253.0,-88.7,-157.1,-122.0,-253.3,-133.4,-159.6,-28.3,-71.6,-339.8,-246.2,-112.4,-180.7,-266.7,-165.0,-1250.8,-546.3,-439.6,-539.3,-266.7,-165.0,-1250.8
2016-01-01 22:00:00,-35.7,-237.0,-82.9,-146.6,-112.8,-237.7,-125.2,-149.0,-26.6,-67.0,-318.4,-231.8,-104.8,-168.8,-251.9,-155.0,-1155.8,-511.9,-412.1,-505.3,-251.9,-155.0,-1155.8
2016-01-01 23:00:00,-34.3,-229.1,-79.6,-140.3,-108.1,-227.0,-119.6,-143.7,-25.5,-64.2,-305.8,-221.5,-100.8,-162.5,-244.2,-148.7,-1114.3,-490.4,-395.5,-484.8,-244.2,-148.7,-1114.3
2016-01-02 00:00:00,-32.8,-218.8,-76.3,-134.5,-104.3,-217.0,-114.4,-137.4,-24.4,-61.7,-291.7,-212.6,-97.6,-157.0,-236.3,-143.7,-1070.7,-468.8,-377.8,-467.2,-236.3,-143.7,-1070.7
2016-01-02 01:00:00,-30.0,-199.1,-69.5,-122.5,-95.4,-196.7,-105.1,-125.6,-22.4,-56.4,-265.7,-194.8,-89.7,-143.3,-216.3,-133.6,-978.2,-427.4,-344.4,-427.8,-216.3,-133.6,-978.2
2016-01-02 02:00:00,-29.9,-198.4,-68.8,-121.5,-94.3,-195.4,-104.0,-124.0,-22.2,-56.1,-263.1,-193.3,-89.2,-142.0,-214.8,-132.9,-975.4,-423.4,-341.4,-424.5,-214.8,-132.9,-975.4
2016-01-02 03:00:00,-30.5,-202.0,-70.0,-123.3,-95.6,-199.0,-105.3,-125.4,-22.5,-57.1,-267.7,-195.8,-90.7,-144.1,-218.5,-134.8,-993.6,-429.7,-347.2,-430.7,-218.5,-134.8,-993.6
2016-01-02 04:00:00,-31.2,-205.7,-71.4,-125.3,-97.3,-203.1,-106.8,-127.1,-22.9,-58.1,-273.1,-198.5,-92.5,-146.8,-222.6,-136.4,-1011.8,-437.0,-354.1,-437.8,-222.6,-136.4,-1011.8
2016-01-02 05:00:00,-31.9,-210.7,-73.3,-128.6,-99.7,-209.1,-109.1,-130.1,-23.4,-59.6,-280.0,-203.2,-94.6,-150.7,-228.2,-138.5,-1035.0,-448.3,-362.9,-448.5,-228.2,-138.5,-1035.0
2016-01-02 06:00:00,-33.0,-219.2,-76.2,-134.4,-104.0,-218.1,-113.9,-136.2,-24.3,-62.0,-291.1,-212.0,-98.0,-157.5,-237.9,-143.2,-1076.4,-468.2,-377.5,-467.5,-237.9,-143.2,-1076.4
2016-01-02 07:00:00,-34.1,-227.9,-78.9,-138.2,-106.6,-225.8,-118.3,-141.2,-25.1,-64.7,-300.9,-218.8,-101.2,-164.2,-246.6,-148.5,-1114.7,-485.2,-390.7,-484.3,-246.6,-148.5,-1114.7
2016-01-02 08:00:00,-34.0,-228.4,-79.0,-137.2,-105.1,-227.1,-117.6,-140.9,-25.0,-65.0,-297.5,-217.9,-102.4,-164.2,-244.7,-148.3,-1106.0,-485.5,-387.5,-484.5,-244.7,-148.3,-1106.0
2016-01-02 09:00:00,-37.3,-249.3,-86.2,-150.1,-115.5,-248.9,-128.2,-154.9,-27.5,-71.3,-324.9,-239.5,-113.0,-180.3,-268.4,-162.7,-1201.0,-532.1,-423.7,-532.8,-268.4,-162.7,-1201.0
2016-01-02 10:00:00,-40.7,-271.2,-94.6,-163.3,-125.5,-273.9,-140.7,-168.5,-30.0,-78.1,-356.5,-261.3,-122.8,-196.2,-293.1,-176.5,-1314.0,-583.1,-464.6,-580.3,-293.1,-176.5,-1314.0
2016-01-02 11:00:00,-42.4,-282.4,-98.4,-169.7,-130.0,-285.2,-146.3,-175.0,-31.2,-81.3,-370.8,-270.8,-127.4,-203.3,-304.3,-183.7,-1369.2,-606.5,-483.3,-601.6,-304.3,-183.7,-1369.2
2016-01-02 12:00:00,-45.3,-299.8,-104.7,-179.9,-138.5,-301.5,-154.7,-185.9,-33.0,-86.6,-392.6,-287.2,-135.9,-215.5,-322.2,-196.3,-1449.0,-642.1,-512.1,-638.6,-322.2,-196.3,-1449.0
2016-01-02 13:00:00,-44.9,-297.7,-104.4,-178.7,-137.7,-300.5,-154.4,-185.6,-32.9,-86.4,-391.1,-286.3,-134.9,-215.3,-320.6,-195.4,-1435.0,-640.5,-510.4,-636.5,-320.6,-195.4,-1435.0
2016-01-02 14:00:00,-44.3,-294.9,-103.4,-176.8,-135.8,-298.6,-153.3,-183.6,-32.5,-85.7,-386.7,-283.5,-133.4,-213.7,-317.6,-192.7,-1423.0,-635.4,-504.9,-630.6,-317.6,-192.7,-1423.0
2016-01-02 15:00:00,-44.2,-296.3,-103.5,-177.1,-135.4,-300.0,-153.9,-183.5,-32.6,-86.1,-387.2,-283.8,-133.3,-214.7,-318.9,-192.8,-1430.6,-637.4,-505.8,-631.8,-318.9,-192.8,-1430.6
2016-01-02 16:00:00,-45.1,-302.4,-105.2,-179.6,-137.3,-306.4,-158.6,-186.2,-33.3,-87.8,-396.3,-290.0,-134.9,-218.5,-324.5,-197.2,-1470.2,-651.2,-517.4,-643.4,-324.5,-197.2,-1470.2
2016-01-02 17:00:00,-44.9,-304.0,-105.6,-180.2,-137.6,-306.4,-159.1,-188.0,-33.3,-87.9,-396.5,-289.9,-134.1,-220.0,-326.3,-197.6,-1480.6,-653.5,-517.7,-644.0,-326.3,-197.6,-1480.6
2016-01-02 18:00:00,-41.7,-283.0,-98.1,-170.2,-129.2,-282.9,-147.6,-175.6,-30.9,-80.9,-368.6,-270.0,-124.2,-204.4,-305.2,-185.2,-1379.1,-606.1,-480.4,-598.6,-305.2,-185.2,-1379.1
2016-01-02 19:00:00,-38.4,-259.6,-89.8,-158.4,-120.1,-257.4,-135.4,-160.5,-28.6,-73.1,-339.3,-248.9,-114.6,-185.6,-280.6,-172.0,-1274.2,-553.3,-440.9,-549.1,-280.6,-172.0,-1274.2
2016-01-02 20:00:00,-36.5,-245.2,-84.7,-150.6,-114.7,-242.7,-128.0,-152.1,-27.1,-68.9,-321.7,-236.6,-109.0,-174.6,-265.6,-163.4,-1208.7,-522.7,-417.8,-520.2,-265.6,-163.4,-1208.7
2016-01-02 21:00:00,-34.9,-234.8,-80.9,-144.5,-109.8,-232.2,-122.1,-145.1,-25.9,-65.8,-307.6,-226.2,-104.3,-166.3,-254.1,-155.8,-1158.7,-499.5,-399.3,-496.8,-254.1,-155.8,-1158.7
2016-01-02 22:00:00,-34.9,-236.1,-81.7,-145.1,-109.8,-234.3,-122.5,-145.7,-26.0,-66.1,-309.7,-226.4,-104.6,-167.5,-255.7,-155.6,-1164.2,-502.5,-401.8,-498.5,-255.7,-155.6,-1164.2
2016-01-02 23:00:00,-34.2,-231.0,-80.1,-141.0,-107.4,-230.3,-120.0,-142.1,-25.4,-64.7,-303.2,-221.3,-102.4,-164.0,-249.4,-151.0,-1133.7,-492.4,-393.4,-487.7,-249.4,-151.0,-1133.7
2016-01-03 00:00:00,-32.7,-221.5,-76.8,-134.2,-103.5,-221.1,-114.8,-136.0,-24.4,-61.7,-289.1,-212.3,-98.6,-157.0,-237.9,-143.7,-1074.5,-471.8,-375.2,-467.8,-237.9,-143.7,-1074.5
2016-01-03 01:00:00,-29.8,-203.6,-70.1,-121.9,-95.0,-200.8,-104.4,-124.1,-22.3,-56.2,-264.6,-194.1,-89.9,-143.6,-215.7,-131.8,-975.5,-429.4,-343.0,-427.7,-215.7,-131.8,-975.5
2016-01-03 02:00:00,-29.4,-202.5,-69.3,-121.2,-94.3,-197.9,-103.7,-122.6,-22.1,-55.6,-262.7,-192.6,-88.9,-142.6,-214.9,-130.7,-968.9,-424.2,-340.4,-424.1,-214.9,-130.7,-968.9
2016-01-03 03:00:00,-29.8,-205.6,-70.1,-123.3,-95.6,-201.1,-105.1,-124.4,-22.4,-56.3,-267.3,-196.1,-90.0,-144.8,-218.8,-132.9,-986.5,-430.6,-346.0,-431.0,-218.8,-132.9,-986.5
2016-01-03 04:00:00,-30.4,-209.0,-71.1,-125.5,-97.3,-205.4,-106.8,-126.2,-22.7,-57.0,-272.1,-199.8,-91.4,-147.4,-223.0,-135.2,-1003.9,-438.4,-351.8,-438.6,-223.0,-135.2,-1003.9
2016-01-03 05:00:00,-31.2,-213.3,-72.7,-128.5,-99.7,-211.2,-109.3,-129.1,-23.2,-58.6,-277.7,-204.5,-93.6,-150.6,-228.7,-138.0,-1025.6,-449.6,-359.5,-448.7,-228.7,-138.0,-1025.6
2016-01-03 06:00:00,-32.5,-220.2,-76.3,-134.0,-103.5,-219.9,-114.0,-135.3,-24.3,-61.9,-287.0,-212.6,-98.1,-156.1,-238.0,-143.0,-1064.4,-469.1,-373.2,-466.8,-238.0,-143.0,-1064.4
2016-01-03 07:00:00,-33.5,-228.3,-79.5,-139.6,-106.4,-225.9,-118.1,-141.0,-25.2,-64.9,-296.2,-220.7,-101.8,-161.5,-245.9,-148.7,-1109.6,-484.9,-386.2,-484.1,-245.9,-148.7,-1109.6
2016-01-03 08:00:00,-33.5,-228.7,-79.6,-140.7,-106.0,-223.4,-117.5,-139.3,-25.1,-64.8,-294.3,-221.7,-102.1,-163.3,-246.3,-149.9,-1111.3,-480.2,-384.2,-487.1,-246.3,-149.9,-1111.3
2016-01-03 09:00:00,-36.6,-252.7,-87.3,-153.8,-116.5,-245.0,-129.6,-151.7,-27.7,-70.5,-321.3,-244.0,-112.2,-179.2,-270.7,-165.6,-1213.4,-526.3,-419.5,-535.3,-270.7,-165.6,-1213.4
2016-01-03 10:00:00,-40.2,-273.9,-95.3,-168.4,-127.1,-268.6,-139.4,-166.6,-30.0,-77.0,-353.4,-267.0,-122.1,-195.4,-293.1,-180.8,-1328.7,-574.7,-460.5,-584.6,-293.1,-180.8,-1328.7
2016-01-03 11:00:00,-41.9,-283.3,-98.5,-175.3,-131.4,-279.2,-144.3,-173.8,-31.1,-80.3,-365.5,-276.9,-126.8,-202.9,-303.1,-187.5,-1375.5,-597.4,-476.9,-606.6,-303.1,-187.5,-1375.5
2016-01-03 12:00:00,-44.7,-303.1,-104.1,-185.2,-139.2,-297.1,-154.5,-183.8,-32.9,-84.4,-389.0,-292.5,-135.0,-217.3,-323.4,-199.3,-1463.5,-635.5,-506.3,-644.8,-323.4,-199.3,-1463.5
2016-01-03 13:00:00,-44.3,-302.0,-104.1,-184.8,-138.4,-294.7,-153.4,-183.1,-32.8,-84.2,-387.8,-291.6,-134.7,-216.9,-320.9,-198.9,-1459.8,-631.2,-504.8,-643.2,-320.9,-198.9,-1459.8
2016-01-03 14:00:00,-43.8,-298.0,-103.5,-183.7,-136.9,-291.4,-151.3,-181.6,-32.5,-84.0,-383.6,-289.5,-133.7,-214.8,-317.7,-196.9,-1447.7,-624.3,-500.1,-638.0,-317.7,-196.9,-1447.7
2016-01-03 15:00:00,-43.8,-297.6,-104.1,-184.8,-137.0,-290.9,-151.2,-182.5,-32.6,-84.8,-383.6,-290.9,-134.0,-214.7,-318.6,-197.4,-1453.8,-624.5,-501.1,-639.6,-318.6,-197.4,-1453.8
2016-01-03 16:00:00,-44.3,-303.9,-106.4,-189.0,-140.2,-295.0,-152.1,-186.7,-33.3,-87.1,-393.3,-298.2,-136.0,-217.9,-321.9,-201.7,-1489.9,-633.9,-513.8,-652.1,-321.9,-201.7,-1489.9
2016-01-03 17:00:00,-44.2,-303.9,-107.0,-189.3,-139.9,-296.1,-153.3,-189.1,-33.5,-88.4,-392.7,-297.9,-137.3,-217.7,-322.9,-201.4,-1491.7,-638.5,-514.6,-652.9,-322.9,-201.4,-1491.7
2016-01-03 18:00:00,-41.3,-282.3,-99.0,-174.9,-130.5,-276.6,-145.1,-175.5,-31.2,-81.8,-366.6,-274.5,-127.6,-201.1,-302.9,-186.2,-1384.3,-597.1,-479.5,-603.1,-302.9,-186.2,-1384.3
2016-01-03 19:00:00,-38.1,-258.9,-90.3,-159.7,-121.2,-255.5,-134.0,-159.7,-28.7,-73.7,-340.9,-250.8,-115.8,-183.7,-279.9,-170.5,-1269.6,-549.2,-443.3,-550.3,-279.9,-170.5,-1269.6
2016-01-03 20:00:00,-36.2,-245.6,-85.3,-150.7,-115.4,-242.5,-127.1,-150.9,-27.2,-69.2,-323.6,-236.8,-109.3,-174.0,-265.8,-161.1,-1198.9,-520.5,-419.9,-520.1,-265.8,-161.1,-1198.9
2016-01-03 21:00:00,-34.6,-234.1,-81.3,-144.1,-110.4,-232.0,-121.6,-144.1,-26.0,-66.0,-309.2,-226.2,-104.3,-166.0,-254.6,-153.4,-1144.6,-497.7,-401.3,-496.4,-254.6,-153.4,-1144.6
2016-01-03 22:00:00,-34.9,-233.7,-81.7,-145.0,-110.4,-234.2,-121.9,-145.1,-26.0,-66.5,-310.4,-227.6,-104.9,-166.3,-255.5,-154.3,-1150.7,-501.2,-403.0,-498.8,-255.5,-154.3,-1150.7
2016-01-03 23:00:00,-34.3,-230.6,-80.2,-142.8,-108.6,-230.1,-119.7,-142.7,-25.5,-65.3,-305.7,-223.9,-103.1,-163.5,-250.3,-151.6,-1136.2,-492.5,-396.5,-490.6,-250.3,-151.6,-1136.2
2016-01-04 00:00:00,-33.3,-226.5,-77.4,-138.2,-105.3,-221.8,-117.1,-137.5,-24.6,-62.6,-297.7,-216.4,-99.9,-158.8,-242.3,-146.8,-1109.1,-476.4,-384.9,-475.0,-242.3,-146.8,-1109.1
2016-01-04 01:00:00,-32.3,-220.8,-75.0,-134.2,-101.9,-214.2,-114.0,-133.0,-23.7,-60.3,-289.5,-209.7,-96.8,-154.7,-234.9,-142.3,-1080.4,-461.2,-373.6,-461.3,-234.9,-142.3,-1080.4
2016-01-04 02:00:00,-30.9,-210.9,-71.6,-128.3,-97.6,-205.1,-109.2,-127.6,-22.7,-57.5,-277.2,-200.5,-93.1,-147.2,-225.6,-136.1,-1031.7,-441.9,-357.4,-440.7,-225.6,-136.1,-1031.7
2016-01-04 03:00:00,-30.3,-205.7,-69.9,-125.2,-95.5,-200.2,-106.7,-124.5,-22.1,-56.1,-271.0,-195.2,-91.0,-143.1,-220.8,-132.6,-1006.1,-431.4,-349.2,-429.4,-220.8,-132.6,-1006.1
2016-01-04 04:00:00,-30.7,-208.5,-70.7,-126.4,-96.9,-202.1,-107.8,-125.6,-22.3,-56.8,-274.7,-197.3,-92.0,-144.7,-223.3,-134.0,-1020.3,-435.5,-353.7,-434.0,-223.3,-134.0,-1020.3
2016-01-04 05:00:00,-32.1,-218.1,-73.5,-131.8,-101.2,-210.4,-112.2,-130.8,-23.1,-59.3,-287.4,-206.0,-95.7,-151.2,-232.1,-139.7,-1069.8,-453.4,-369.8,-452.9,-232.1,-139.7,-1069.8
2016-01-04 06:00:00,-34.9,-237.2,-79.6,-142.3,-109.5,-228.2,-120.7,-142.0,-25.1,-64.7,-312.5,-223.9,-103.5,-164.1,-250.9,-151.7,-1158.7,-490.9,-402.2,-491.5,-250.9,-151.7,-1158.7
2016-01-04 07:00:00,-38.8,-262.4,-88.7,-158.1,-121.9,-253.4,-134.0,-158.2,-27.8,-72.1,-347.9,-250.4,-115.4,-182.3,-280.1,-169.2,-1287.0,-545.5,-447.9,-548.1,-280.1,-169.2,-1287.0
2016-01-04 08:00:00,-45.5,-306.5,-103.3,-185.4,-142.5,-297.3,-156.8,-185.5,-32.5,-84.6,-408.8,-295.3,-135.2,-213.9,-330.0,-198.1,-1520.1,-639.6,-526.0,-644.4,-330.0,-198.1,-1520.1
2016-01-04 09:00:00,-53.2,-355.8,-121.0,-216.7,-166.0,-347.1,-181.9,-214.6,-38.0,-99.3,-476.8,-346.7,-157.0,-253.1,-384.6,-230.8,-1775.3,-743.7,-614.1,-756.8,-384.6,-230.8,-1775.3
2016-01-04 10:00:00,-59.8,-398.2,-137.1,-245.0,-186.8,-391.6,-204.8,-242.5,-42.9,-112.5,-535.5,-388.3,-177.7,-285.4,-434.4,-259.6,-1986.8,-839.0,-690.9,-851.4,-434.4,-259.6,-1986.8
2016-01-04 11:00:00,-63.8,-421.1,-146.2,-263.1,-199.4,-419.1,-219.9,-258.3,-45.7,-120.3,-572.0,-413.7,-189.5,-304.5,-465.0,-277.3,-2121.7,-897.2,-738.0,-907.7,-465.0,-277.3,-2121.7
2016-01-04 12:00:00,-63.0,-415.3,-143.4,-259.3,-196.5,-411.1,-215.9,-255.1,-45.0,-118.2,-564.2,-405.1,-187.4,-299.2,-458.7,-271.8,-2085.6,-882.2,-727.4,-891.7,-458.7,-271.8,-2085.6
2016-01-04 13:00:00,-61.5,-407.0,-139.9,-252.6,-191.8,-399.6,-210.2,-249.2,-44.0,-115.5,-550.7,-395.7,-182.9,-292.1,-448.0,-265.4,-2035.2,-859.0,-710.2,-870.6,-448.0,-265.4,-2035.2
2016-01-04 14:00:00,-63.7,-423.5,-145.5,-261.9,-198.6,-414.5,-218.6,-259.2,-46.0,-120.4,-570.4,-411.9,-190.0,-304.1,-466.3,-276.3,-2116.3,-892.3,-736.8,-906.0,-466.3,-276.3,-2116.3
2016-01-04 15:00:00,-65.6,-437.5,-150.7,-268.9,-204.3,-426.2,-225.4,-267.6,-47.6,-124.0,-586.4,-423.8,-196.0,-313.6,-479.0,-284.8,-2177.0,-919.2,-758.0,-933.5,-479.0,-284.8,-2177.0
2016-01-04 16:00:00,-68.3,-456.0,-157.1,-280.2,-214.1,-445.4,-234.9,-278.2,-49.5,-128.9,-612.1,-442.6,-204.1,-325.8,-497.0,-296.1,-2267.3,-958.5,-790.4,-972.5,-497.0,-296.1,-2267.3
2016-01-04 17:00:00,-70.4,-468.0,-162.4,-286.7,-222.2,-459.2,-240.6,-284.4,-50.8,-132.7,-629.3,-454.5,-209.2,-334.2,-508.3,-304.0,-2315.6,-984.2,-812.7,-997.8,-508.3,-304.0,-2315.6
2016-01-04 18:00:00,-66.8,-443.9,-154.4,-273.2,-211.0,-435.7,-229.9,-270.2,-48.4,-125.7,-596.2,-429.7,-198.6,-317.9,-479.8,-288.3,-2196.6,-935.7,-770.2,-946.2,-479.8,-288.3,-2196.6
2016-01-04 19:00:00,-57.0,-378.6,-131.9,-234.9,-180.1,-371.7,-198.0,-231.5,-41.3,-107.4,-509.4,-367.5,-170.6,-272.3,-409.1,-246.6,-1882.5,-801.1,-658.1,-810.3,-409.1,-246.6,-1882.5
2016-01-04 20:00:00,-45.6,-302.7,-105.7,-188.9,-145.0,-299.6,-159.7,-184.3,-33.1,-85.7,-409.8,-295.8,-136.6,-219.2,-327.1,-197.6,-1513.9,-643.5,-528.6,-651.6,-327.1,-197.6,-1513.9
2016-01-04 21:00:00,-38.3,-253.5,-89.0,-158.3,-122.1,-253.6,-133.8,-153.5,-27.9,-71.4,-343.6,-246.4,-114.5,-183.2,-274.9,-165.5,-1257.0,-540.9,-443.0,-544.1,-274.9,-165.5,-1257.0
2016-01-04 22:00:00,-35.7,-239.2,-83.6,-147.2,-114.7,-237.2,-126.2,-144.3,-26.4,-67.0,-318.7,-228.1,-107.9,-170.6,-258.3,-155.3,-1159.7,-507.7,-412.2,-506.7,-258.3,-155.3,-1159.7
2016-01-04 23:00:00,-34.3,-230.1,-80.3,-142.5,-110.4,-226.7,-122.0,-139.8,-25.4,-64.9,-306.6,-223.3,-104.4,-165.5,-250.0,-150.1,-1120.1,-488.5,-396.9,-493.2,-250.0,-150.1,-1120.1
2016-01-05 00:00:00,-33.3,-224.0,-77.5,-138.4,-105.7,-221.6,-117.7,-136.6,-24.7,-63.2,-298.1,-220.4,-100.6,-160.6,-243.0,-146.4,-1092.4,-475.8,-386.0,-481.7,-243.0,-146.4,-1092.4
2016-01-05 01:00:00,-32.3,-217.9,-74.9,-134.3,-101.9,-217.0,-114.2,-132.7,-24.0,-61.7,-290.3,-215.1,-97.6,-155.9,-236.1,-143.0,-1067.5,-464.0,-376.0,-468.6,-236.1,-143.0,-1067.5
2016-01-05 02:00:00,-30.9,-207.2,-71.5,-128.8,-97.3,-207.5,-108.8,-127.0,-23.1,-59.0,-278.2,-205.7,-93.2,-149.0,-226.8,-137.1,-1019.7,-443.3,-360.2,-447.9,-226.8,-137.1,-1019.7
2016-01-05 03:00:00,-30.2,-201.9,-69.8,-125.7,-94.9,-201.9,-105.9,-123.9,-22.5,-57.5,-271.5,-201.3,-91.0,-145.2,-221.4,-133.7,-991.7,-431.8,-351.6,-437.5,-221.4,-133.7,-991.7
2016-01-05 04:00:00,-30.4,-204.2,-70.5,-126.8,-95.8,-203.1,-107.0,-125.5,-22.8,-58.2,-274.1,-204.2,-92.1,-146.8,-223.3,-134.8,-998.9,-435.6,-355.0,-443.1,-223.3,-134.8,-998.9
2016-01-05 05:00:00,-31.7,-213.5,-73.5,-132.1,-99.8,-211.0,-111.5,-131.2,-23.7,-60.7,-285.4,-213.2,-96.3,-153.1,-232.3,-140.0,-1041.5,-453.8,-369.9,-462.7,-232.3,-140.0,-1041.5
2016-01-05 06:00:00,-34.3,-231.4,-79.9,-143.1,-107.6,-229.0,-120.8,-142.6,-25.7,-66.0,-309.6,-231.0,-104.6,-165.9,-251.9,-151.3,-1133.0,-492.4,-401.2,-501.4,-251.9,-151.3,-1133.0
2016-01-05 07:00:00,-38.0,-256.7,-88.7,-159.1,-119.5,-255.0,-134.3,-158.4,-28.6,-73.5,-344.2,-255.5,-116.0,-184.4,-280.7,-168.6,-1265.9,-547.8,-446.3,-555.9,-280.7,-168.6,-1265.9
2016-01-05 08:00:00,-44.7,-301.3,-103.9,-187.1,-140.6,-300.9,-157.2,-186.0,-33.7,-86.6,-404.2,-299.0,-135.9,-216.6,-330.1,-198.6,-1489.5,-644.1,-524.5,-651.5,-330.1,-198.6,-1489.5
2016-01-05 09:00:00,-52.1,-353.3,-121.9,-217.6,-164.8,-351.3,-183.2,-216.6,-39.3,-101.0,-471.1,-346.5,-158.9,-251.6,-383.8,-232.7,-1748.2,-751.2,-611.4,-757.1,-383.8,-232.7,-1748.2
2016-01-05 10:00:00,-58.9,-398.0,-137.2,-244.5,-186.3,-395.8,-205.8,-243.3,-44.5,-113.3,-527.6,-387.0,-178.9,-283.6,-431.6,-263.1,-1974.4,-844.9,-685.4,-849.5,-431.6,-263.1,-1974.4
