,A,B,C,D,E,F1,G1,H1,I1,J1,M,N,K1,L,K,I,J,F,G,H,O,P,Q
2016-05-16 16:00:00,-74.8,-495.1,-175.6,-309.8,-235.1,-507.5,-259.1,-311.6,-55.4,-142.4,-672.5,-486.3,-225.8,-362.2,-544.5,-329.0,-2472.6,-1078.1,-870.2,-1074.3,-544.5,-329.0,-2472.6
2016-05-16 17:00:00,-76.7,-504.8,-178.1,-314.4,-239.1,-514.6,-263.8,-316.5,-56.2,-143.8,-689.6,-494.1,-229.2,-367.5,-556.1,-334.0,-2524.0,-1094.8,-889.6,-1090.7,-556.1,-334.0,-2524.0
2016-05-16 18:00:00,-69.2,-455.5,-160.0,-283.2,-215.4,-463.7,-238.2,-285.7,-50.6,-129.0,-622.3,-444.5,-206.9,-332.3,-501.3,-301.3,-2281.5,-987.7,-801.9,-983.7,-501.3,-301.3,-2281.5
2016-05-16 19:00:00,-56.1,-370.9,-130.1,-231.1,-175.5,-378.1,-193.6,-232.7,-41.2,-105.2,-505.5,-360.6,-169.2,-271.2,-406.6,-245.4,-1853.8,-804.4,-651.9,-800.9,-406.6,-245.4,-1853.8
2016-05-16 20:00:00,-45.4,-302.2,-105.9,-188.7,-143.0,-308.7,-157.7,-189.7,-33.5,-86.0,-411.0,-293.2,-137.9,-221.8,-330.6,-199.9,-1504.5,-656.0,-530.4,-652.9,-330.6,-199.9,-1504.5
2016-05-16 21:00:00,-39.1,-263.9,-92.1,-164.0,-124.7,-268.2,-137.6,-163.1,-29.3,-75.5,-355.0,-255.3,-120.0,-191.8,-284.3,-173.4,-1300.4,-568.9,-459.8,-567.0,-284.3,-173.4,-1300.4
2016-05-16 22:00:00,-35.3,-239.5,-83.4,-148.7,-112.6,-244.2,-124.6,-147.6,-26.5,-68.6,-320.7,-231.1,-109.2,-173.8,-256.2,-157.2,-1172.9,-516.4,-415.7,-514.0,-256.2,-157.2,-1172.9
2016-05-16 23:00:00,-31.8,-215.6,-74.8,-133.4,-100.8,-218.6,-111.9,-132.9,-23.8,-61.3,-288.4,-208.3,-97.9,-155.9,-231.2,-141.1,-1055.2,-463.4,-373.5,-462.1,-231.2,-141.1,-1055.2
2016-05-17 00:00:00,-30.4,-205.8,-70.7,-126.9,-94.8,-206.9,-106.7,-126.4,-22.7,-57.8,-272.8,-198.8,-92.8,-148.0,-221.0,-133.8,-1001.4,-439.9,-353.3,-439.7,-221.0,-133.8,-1001.4
2016-05-17 01:00:00,-30.0,-203.0,-69.4,-125.1,-92.9,-203.2,-105.3,-124.5,-22.4,-56.7,-268.1,-196.0,-91.3,-145.7,-218.2,-131.5,-985.3,-432.9,-347.2,-432.9,-218.2,-131.5,-985.3
2016-05-17 02:00:00,-29.9,-202.6,-69.3,-124.9,-92.8,-202.9,-105.1,-124.2,-22.3,-56.6,-267.6,-195.5,-91.1,-145.3,-217.8,-131.3,-983.2,-432.1,-346.5,-431.9,-217.8,-131.3,-983.2
2016-05-17 03:00:00,-29.8,-202.0,-69.1,-124.5,-92.4,-202.2,-104.7,-123.8,-22.2,-56.5,-266.6,-194.9,-90.8,-144.8,-217.0,-130.8,-979.3,-430.7,-345.3,-430.5,-217.0,-130.8,-979.3
2016-05-17 04:00:00,-30.1,-204.4,-69.9,-125.9,-93.7,-204.9,-105.7,-125.2,-22.5,-57.1,-268.9,-197.3,-91.8,-146.7,-219.5,-132.4,-989.4,-435.7,-348.4,-435.8,-219.5,-132.4,-989.4
2016-05-17 05:00:00,-31.3,-211.9,-72.8,-131.0,-98.0,-213.2,-109.7,-129.7,-23.4,-59.2,-278.7,-204.7,-95.1,-152.2,-227.9,-137.5,-1028.4,-452.5,-361.4,-452.0,-227.9,-137.5,-1028.4
2016-05-17 06:00:00,-33.8,-228.4,-78.8,-141.7,-106.3,-230.6,-118.7,-140.0,-25.3,-64.0,-301.5,-220.9,-102.5,-164.6,-245.9,-148.5,-1112.6,-489.2,-390.8,-488.1,-245.9,-148.5,-1112.6
2016-05-17 07:00:00,-38.3,-257.5,-88.9,-159.9,-120.1,-260.3,-134.2,-158.2,-28.6,-72.4,-340.8,-249.3,-115.8,-186.1,-277.4,-167.6,-1257.3,-552.8,-441.7,-551.2,-277.4,-167.6,-1257.3
2016-05-17 08:00:00,-45.0,-302.0,-104.3,-187.1,-141.1,-305.3,-157.6,-186.0,-33.5,-85.1,-399.7,-292.7,-135.7,-218.3,-325.4,-196.4,-1475.8,-648.9,-518.3,-646.6,-325.4,-196.4,-1475.8
2016-05-17 09:00:00,-55.7,-372.5,-128.9,-230.9,-175.0,-377.2,-195.4,-230.7,-41.4,-105.4,-494.2,-362.7,-166.9,-268.0,-403.3,-243.3,-1828.2,-803.3,-641.0,-797.6,-403.3,-243.3,-1828.2
2016-05-17 10:00:00,-66.1,-442.5,-152.9,-273.2,-206.8,-446.3,-232.1,-273.5,-49.1,-125.0,-587.8,-430.7,-197.7,-317.5,-479.3,-289.5,-2168.6,-952.0,-761.8,-945.9,-479.3,-289.5,-2168.6
2016-05-17 11:00:00,-70.2,-469.5,-161.8,-287.7,-217.4,-471.0,-245.2,-289.0,-51.9,-131.9,-622.3,-455.6,-209.0,-335.9,-506.8,-306.4,-2292.4,-1005.1,-806.2,-1000.6,-506.8,-306.4,-2292.4
2016-05-17 12:00:00,-70.9,-475.9,-163.1,-290.0,-217.6,-474.7,-248.2,-292.2,-52.5,-133.4,-631.1,-460.0,-212.2,-340.7,-510.8,-309.5,-2321.1,-1015.1,-817.1,-1013.0,-510.8,-309.5,-2321.1
2016-05-17 13:00:00,-68.9,-465.0,-158.6,-282.1,-210.5,-460.8,-241.7,-284.9,-51.2,-130.2,-615.0,-447.4,-207.4,-333.6,-495.5,-300.2,-2256.9,-987.4,-796.3,-988.4,-495.5,-300.2,-2256.9
2016-05-17 14:00:00,-71.5,-483.5,-165.5,-293.6,-220.3,-480.1,-251.0,-296.5,-53.2,-135.1,-637.1,-465.8,-215.3,-346.9,-515.4,-312.0,-2342.3,-1027.6,-825.4,-1028.0,-515.4,-312.0,-2342.3
2016-05-17 15:00:00,-76.6,-516.3,-177.2,-314.5,-238.0,-514.6,-267.3,-315.8,-56.9,-144.1,-678.1,-498.1,-230.4,-372.1,-552.5,-332.9,-2502.0,-1097.7,-879.1,-1100.6,-552.5,-332.9,-2502.0
2016-05-17 16:00:00,-75.4,-509.4,-174.7,-309.5,-232.8,-504.1,-264.5,-312.0,-56.1,-142.5,-671.7,-490.6,-227.0,-366.5,-542.9,-328.2,-2471.7,-1080.6,-870.3,-1084.2,-542.9,-328.2,-2471.7
2016-05-17 17:00:00,-76.9,-520.1,-178.5,-314.8,-239.0,-516.3,-267.5,-317.8,-57.0,-144.1,-678.8,-499.9,-231.0,-374.0,-553.5,-334.6,-2508.2,-1101.6,-879.9,-1104.9,-553.5,-334.6,-2508.2
2016-05-17 18:00:00,-69.7,-469.6,-161.0,-284.2,-215.1,-466.0,-240.8,-286.6,-51.4,-129.9,-612.5,-451.6,-208.9,-337.0,-500.0,-302.2,-2262.4,-993.4,-793.8,-997.6,-500.0,-302.2,-2262.4
2016-05-17 19:00:00,-56.5,-382.2,-130.8,-231.4,-173.9,-377.9,-195.8,-233.2,-41.8,-105.8,-498.3,-366.7,-170.6,-274.9,-406.1,-245.3,-1844.4,-806.9,-646.0,-812.1,-406.1,-245.3,-1844.4
2016-05-17 20:00:00,-45.9,-310.9,-106.3,-188.5,-140.7,-306.8,-159.3,-190.0,-34.0,-86.1,-406.7,-298.7,-139.1,-223.7,-330.7,-199.5,-1503.2,-656.1,-526.9,-661.5,-330.7,-199.5,-1503.2
2016-05-17 21:00:00,-39.5,-266.4,-92.2,-163.7,-122.5,-264.1,-138.7,-163.9,-29.5,-74.6,-353.5,-257.0,-119.6,-192.5,-285.6,-172.1,-1308.1,-566.6,-457.6,-569.1,-285.6,-172.1,-1308.1
2016-05-17 22:00:00,-35.6,-240.3,-83.1,-148.4,-110.3,-238.4,-125.7,-148.3,-26.6,-67.6,-320.6,-232.3,-108.5,-174.5,-257.9,-155.6,-1182.2,-512.3,-414.8,-515.3,-257.9,-155.6,-1182.2
2016-05-17 23:00:00,-32.1,-216.5,-74.7,-132.7,-99.8,-215.1,-112.9,-133.1,-23.9,-60.9,-288.7,-209.7,-97.3,-156.3,-232.3,-140.2,-1059.3,-461.0,-373.5,-463.3,-232.3,-140.2,-1059.3
2016-05-18 00:00:00,-30.3,-205.5,-70.7,-125.0,-96.2,-205.0,-107.0,-125.7,-22.5,-58.3,-274.6,-199.0,-91.4,-147.2,-220.7,-133.4,-996.1,-437.6,-355.4,-437.6,-220.7,-133.4,-996.1
2016-05-18 01:00:00,-29.7,-202.4,-69.6,-122.5,-95.5,-202.0,-105.1,-123.3,-22.1,-57.6,-270.3,-195.9,-89.6,-144.1,-217.5,-131.2,-975.9,-430.4,-350.0,-429.5,-217.5,-131.2,-975.9
2016-05-18 02:00:00,-29.7,-202.1,-69.5,-122.2,-95.3,-201.5,-104.8,-123.1,-22.1,-57.4,-269.7,-195.4,-89.5,-143.8,-217.1,-131.0,-973.8,-429.4,-349.2,-428.7,-217.1,-131.0,-973.8
2016-05-18 03:00:00,-29.6,-201.4,-69.2,-121.8,-95.0,-200.9,-104.5,-122.6,-22.0,-57.3,-268.8,-194.8,-89.1,-143.3,-216.3,-130.5,-970.1,-428.0,-348.1,-427.2,-216.3,-130.5,-970.1
2016-05-18 04:00:00,-29.8,-203.7,-69.9,-123.1,-96.0,-203.7,-105.8,-123.9,-22.2,-57.8,-271.8,-197.2,-89.8,-144.9,-218.3,-132.0,-978.7,-433.4,-351.9,-431.9,-218.3,-132.0,-978.7
2016-05-18 05:00:00,-30.9,-211.9,-72.7,-128.0,-99.9,-211.9,-110.0,-128.7,-23.1,-59.9,-281.5,-204.9,-93.3,-150.3,-226.3,-136.7,-1017.0,-450.6,-364.5,-448.4,-226.3,-136.7,-1017.0
2016-05-18 06:00:00,-33.4,-229.5,-78.7,-138.3,-108.0,-228.9,-119.1,-139.0,-25.1,-64.8,-303.4,-221.8,-100.9,-162.2,-244.5,-147.5,-1102.8,-487.0,-393.2,-484.9,-244.5,-147.5,-1102.8
2016-05-18 07:00:00,-37.8,-259.2,-89.0,-156.2,-121.8,-258.2,-134.5,-156.9,-28.3,-73.2,-342.9,-250.8,-113.8,-182.9,-276.4,-166.8,-1249.0,-549.7,-444.5,-547.6,-276.4,-166.8,-1249.0
2016-05-18 08:00:00,-44.5,-303.8,-104.6,-183.7,-142.5,-302.8,-158.1,-184.2,-33.3,-85.8,-402.8,-294.7,-133.4,-214.8,-324.7,-196.7,-1469.7,-645.1,-521.9,-643.0,-324.7,-196.7,-1469.7
2016-05-18 09:00:00,-55.3,-375.6,-129.9,-228.6,-176.0,-373.9,-196.0,-228.4,-41.2,-105.8,-497.1,-363.8,-166.0,-266.4,-402.9,-245.1,-1832.2,-798.2,-644.1,-796.2,-402.9,-245.1,-1832.2
2016-05-18 10:00:00,-65.7,-445.0,-154.2,-271.6,-208.9,-443.3,-232.1,-271.7,-48.9,-125.5,-590.3,-430.6,-197.0,-316.3,-479.6,-292.0,-2175.3,-947.1,-764.7,-943.9,-479.6,-292.0,-2175.3
2016-05-18 11:00:00,-69.5,-468.5,-162.9,-288.0,-220.3,-469.0,-245.1,-288.4,-51.8,-132.5,-624.6,-454.4,-207.4,-334.4,-506.7,-311.1,-2300.0,-1002.5,-808.9,-996.2,-506.7,-311.1,-2300.0
2016-05-18 12:00:00,-70.4,-472.2,-164.3,-290.8,-222.6,-472.7,-247.2,-292.3,-52.3,-134.6,-634.2,-459.7,-209.0,-338.3,-512.5,-315.5,-2327.3,-1012.2,-821.1,-1007.0,-512.5,-315.5,-2327.3
2016-05-18 13:00:00,-68.7,-458.4,-159.5,-283.0,-216.9,-460.8,-240.1,-284.9,-50.9,-131.7,-619.9,-447.8,-203.1,-328.9,-498.6,-308.1,-2263.0,-985.9,-802.5,-979.7,-498.6,-308.1,-2263.0
2016-05-18 14:00:00,-71.3,-476.7,-165.3,-294.2,-225.6,-481.1,-250.2,-295.4,-52.9,-136.5,-644.8,-465.3,-211.0,-341.7,-517.0,-319.6,-2345.3,-1026.6,-834.3,-1018.0,-517.0,-319.6,-2345.3
2016-05-18 15:00:00,-75.6,-511.4,-176.5,-313.2,-241.8,-516.4,-267.1,-315.0,-56.7,-145.5,-685.2,-498.6,-224.1,-365.1,-549.6,-339.1,-2490.1,-1098.5,-887.3,-1087.8,-549.6,-339.1,-2490.1
2016-05-18 16:00:00,-75.0,-503.2,-174.1,-309.0,-237.9,-507.4,-262.9,-311.7,-56.0,-144.1,-677.7,-491.1,-221.3,-359.5,-542.7,-336.0,-2468.4,-1082.0,-877.8,-1071.8,-542.7,-336.0,-2468.4
2016-05-18 17:00:00,-75.6,-512.7,-176.3,-314.8,-242.2,-521.9,-267.8,-316.0,-57.1,-146.0,-688.2,-500.8,-222.9,-365.7,-547.7,-342.2,-2490.8,-1105.7,-891.2,-1089.3,-547.7,-342.2,-2490.8
2016-05-18 18:00:00,-68.3,-461.9,-158.7,-283.8,-218.8,-470.4,-241.6,-285.2,-51.4,-131.6,-621.8,-453.4,-200.8,-331.0,-494.5,-309.4,-2242.8,-997.2,-804.8,-985.1,-494.5,-309.4,-2242.8
2016-05-18 19:00:00,-55.8,-376.1,-129.3,-230.1,-178.2,-382.0,-195.9,-231.5,-41.8,-107.5,-506.4,-368.5,-163.7,-269.3,-403.2,-251.3,-1825.1,-809.5,-655.7,-801.5,-403.2,-251.3,-1825.1
2016-05-18 20:00:00,-45.5,-306.6,-105.6,-187.0,-145.0,-309.7,-159.4,-188.4,-33.9,-87.9,-413.1,-299.6,-134.0,-219.6,-329.5,-204.5,-1487.5,-657.4,-534.9,-653.3,-329.5,-204.5,-1487.5
2016-05-18 21:00:00,-39.5,-268.2,-92.0,-161.9,-125.9,-266.8,-137.1,-163.6,-29.5,-76.1,-355.2,-258.9,-117.3,-189.0,-286.1,-175.4,-1298.3,-567.5,-460.7,-565.3,-286.1,-175.4,-1298.3
2016-05-18 22:00:00,-35.8,-242.8,-83.2,-145.8,-114.2,-240.5,-123.6,-148.0,-26.5,-69.2,-322.0,-233.8,-106.4,-170.8,-259.3,-157.8,-1174.2,-512.2,-417.8,-511.1,-259.3,-157.8,-1174.2
2016-05-18 23:00:00,-32.2,-217.3,-74.8,-131.9,-101.9,-216.6,-111.6,-133.0,-23.9,-62.0,-290.0,-210.5,-95.9,-154.0,-233.2,-142.1,-1056.4,-461.3,-375.9,-460.5,-233.2,-142.1,-1056.4
2016-05-19 00:00:00,-30.5,-205.9,-71.0,-126.0,-96.0,-205.8,-106.6,-125.6,-22.8,-58.4,-274.8,-200.1,-91.9,-146.7,-222.4,-134.0,-1004.2,-437.9,-356.0,-438.7,-222.4,-134.0,-1004.2
2016-05-19 01:00:00,-30.0,-202.5,-69.9,-124.5,-94.1,-202.7,-105.3,-123.2,-22.5,-57.3,-270.1,-197.0,-90.9,-144.5,-219.3,-131.4,-990.1,-431.3,-349.9,-432.5,-219.3,-131.4,-990.1
2016-05-19 02:00:00,-30.0,-202.1,-69.8,-124.2,-93.9,-202.3,-105.1,-123.0,-22.4,-57.2,-269.6,-196.6,-90.7,-144.2,-218.8,-131.1,-988.3,-430.5,-349.2,-431.6,-218.8,-131.1,-988.3
2016-05-19 03:00:00,-29.9,-201.3,-69.6,-123.8,-93.6,-201.6,-104.7,-122.7,-22.3,-57.0,-268.7,-195.9,-90.4,-143.7,-218.1,-130.6,-984.3,-429.0,-348.0,-430.1,-218.1,-130.6,-984.3
2016-05-19 04:00:00,-30.2,-203.7,-70.4,-125.2,-94.9,-204.0,-105.8,-124.1,-22.6,-57.5,-272.0,-198.5,-91.3,-145.4,-220.9,-132.2,-994.3,-434.0,-352.1,-435.2,-220.9,-132.2,-994.3
2016-05-19 05:00:00,-31.4,-211.8,-73.5,-129.6,-98.9,-212.5,-110.0,-128.8,-23.5,-59.5,-282.6,-206.5,-94.7,-150.9,-229.6,-137.1,-1035.5,-451.3,-365.7,-452.0,-229.6,-137.1,-1035.5
2016-05-19 06:00:00,-33.9,-228.6,-79.7,-139.9,-107.2,-230.2,-119.3,-139.2,-25.4,-64.4,-305.6,-223.4,-102.2,-163.1,-248.1,-148.1,-1121.4,-488.7,-395.4,-488.7,-248.1,-148.1,-1121.4
2016-05-19 07:00:00,-38.3,-257.9,-90.1,-158.2,-120.9,-260.1,-134.9,-157.3,-28.6,-72.9,-344.4,-252.4,-115.2,-184.3,-280.2,-167.5,-1265.7,-552.4,-445.9,-552.0,-280.2,-167.5,-1265.7
2016-05-19 08:00:00,-45.0,-302.5,-105.5,-185.9,-141.4,-305.5,-158.3,-184.8,-33.5,-85.6,-402.4,-295.9,-134.9,-216.2,-328.7,-197.1,-1483.3,-648.5,-521.5,-647.0,-328.7,-197.1,-1483.3
2016-05-19 09:00:00,-55.7,-374.1,-130.3,-229.9,-174.2,-377.4,-195.7,-229.3,-41.5,-106.1,-495.1,-365.1,-166.9,-266.7,-406.9,-244.8,-1837.0,-802.4,-642.6,-798.6,-406.9,-244.8,-1837.0
2016-05-19 10:00:00,-66.1,-443.6,-154.0,-273.1,-206.5,-444.6,-232.1,-272.8,-49.0,-126.3,-585.8,-432.1,-198.3,-317.0,-482.4,-290.4,-2168.8,-949.5,-761.2,-947.5,-482.4,-290.4,-2168.8
2016-05-19 11:00:00,-69.9,-468.6,-162.3,-290.0,-218.2,-467.8,-245.1,-288.9,-51.7,-133.5,-615.9,-454.9,-210.0,-334.7,-510.5,-307.9,-2275.4,-1001.8,-801.1,-999.6,-510.5,-307.9,-2275.4
2016-05-19 12:00:00,-70.7,-472.8,-163.0,-293.9,-220.0,-471.2,-247.7,-291.4,-52.2,-135.3,-621.1,-458.5,-212.5,-339.2,-516.0,-311.8,-2292.2,-1010.3,-808.7,-1010.1,-516.0,-311.8,-2292.2
2016-05-19 13:00:00,-68.8,-459.8,-158.3,-287.6,-213.3,-458.0,-241.2,-283.0,-50.7,-132.1,-604.3,-446.2,-207.2,-330.7,-502.8,-304.3,-2226.6,-982.2,-787.1,-984.0,-502.8,-304.3,-2226.6
2016-05-19 14:00:00,-71.4,-478.9,-164.9,-298.7,-221.4,-477.3,-250.2,-294.2,-52.8,-136.7,-630.6,-465.2,-215.0,-343.1,-522.9,-316.6,-2319.6,-1021.7,-820.1,-1023.3,-522.9,-316.6,-2319.6
2016-05-19 15:00:00,-76.2,-513.1,-177.4,-318.2,-239.3,-511.5,-267.2,-314.3,-56.7,-145.2,-676.5,-499.5,-229.2,-367.4,-559.4,-337.0,-2475.7,-1093.0,-878.3,-1096.1,-559.4,-337.0,-2475.7
2016-05-19 16:00:00,-75.3,-505.4,-174.4,-315.1,-234.5,-503.0,-264.5,-309.4,-55.7,-144.1,-665.1,-491.3,-226.4,-362.5,-551.9,-333.5,-2443.3,-1076.9,-864.9,-1080.2,-551.9,-333.5,-2443.3
2016-05-19 17:00:00,-76.3,-515.5,-178.0,-320.2,-240.2,-512.2,-267.9,-315.2,-56.8,-145.3,-677.2,-500.9,-230.2,-368.0,-563.6,-339.3,-2475.7,-1095.3,-879.4,-1099.0,-563.6,-339.3,-2475.7
2016-05-19 18:00:00,-68.8,-465.8,-160.5,-289.1,-217.7,-461.6,-241.3,-285.7,-51.4,-130.8,-612.6,-451.5,-207.7,-332.3,-510.2,-306.0,-2227.3,-988.6,-794.8,-991.5,-510.2,-306.0,-2227.3
2016-05-19 19:00:00,-56.0,-378.8,-130.6,-235.3,-176.5,-376.0,-196.2,-232.2,-41.9,-106.8,-499.0,-367.8,-169.4,-270.6,-415.0,-248.0,-1817.3,-804.3,-647.6,-807.8,-415.0,-248.0,-1817.3
2016-05-19 20:00:00,-45.6,-308.2,-106.0,-191.7,-142.9,-306.0,-159.7,-188.9,-34.0,-87.3,-406.5,-299.3,-138.1,-220.6,-337.1,-201.5,-1484.7,-654.6,-527.8,-658.0,-337.1,-201.5,-1484.7
2016-05-19 21:00:00,-39.6,-267.0,-92.4,-165.5,-124.0,-266.6,-138.9,-162.7,-29.5,-76.0,-353.2,-259.4,-119.7,-191.0,-289.6,-173.7,-1302.8,-568.1,-458.7,-570.1,-289.6,-173.7,-1302.8
2016-05-19 22:00:00,-35.9,-241.4,-83.2,-150.0,-111.6,-241.2,-125.6,-146.4,-26.6,-69.0,-320.9,-235.1,-108.5,-172.9,-261.1,-156.7,-1184.8,-513.2,-416.5,-516.5,-261.1,-156.7,-1184.8
2016-05-19 23:00:00,-32.2,-216.6,-74.7,-135.3,-100.6,-216.2,-112.8,-131.9,-23.9,-61.7,-287.0,-210.6,-97.2,-154.9,-234.7,-141.6,-1058.2,-460.9,-372.6,-462.7,-234.7,-141.6,-1058.2
2016-05-20 00:00:00,-30.7,-204.6,-70.7,-128.2,-95.8,-205.1,-107.0,-125.5,-22.6,-58.0,-270.5,-198.9,-91.7,-146.1,-221.2,-135.0,-1000.4,-437.5,-351.2,-436.7,-221.2,-135.0,-1000.4
2016-05-20 01:00:00,-30.2,-200.9,-69.4,-125.9,-94.4,-201.6,-105.3,-123.6,-22.2,-56.8,-265.0,-195.0,-89.9,-143.4,-216.6,-133.1,-983.6,-430.5,-344.1,-428.3,-216.6,-133.1,-983.6
2016-05-20 02:00:00,-30.2,-200.6,-69.3,-125.7,-94.3,-201.2,-105.1,-123.4,-22.2,-56.7,-264.5,-194.6,-89.7,-143.1,-216.1,-132.8,-981.9,-429.7,-343.4,-427.4,-216.1,-132.8,-981.9
2016-05-20 03:00:00,-30.1,-199.8,-69.1,-125.3,-93.9,-200.5,-104.7,-122.9,-22.1,-56.5,-263.6,-193.9,-89.4,-142.6,-215.3,-132.4,-978.1,-428.2,-342.2,-425.9,-215.3,-132.4,-978.1
2016-05-20 04:00:00,-30.4,-202.1,-69.9,-126.9,-95.1,-203.2,-105.8,-124.7,-22.4,-57.2,-267.2,-196.6,-90.6,-144.3,-218.2,-133.9,-989.3,-433.6,-346.8,-431.5,-218.2,-133.9,-989.3
2016-05-20 05:00:00,-31.6,-210.4,-72.7,-131.7,-99.0,-211.3,-110.1,-129.7,-23.4,-59.5,-278.3,-204.4,-94.1,-150.6,-227.0,-138.9,-1029.9,-451.2,-361.2,-449.1,-227.0,-138.9,-1029.9
2016-05-20 06:00:00,-34.2,-227.8,-78.4,-142.1,-107.0,-228.5,-119.2,-140.3,-25.3,-64.4,-301.1,-220.8,-101.9,-163.5,-245.4,-149.9,-1114.6,-488.0,-390.7,-486.1,-245.4,-149.9,-1114.6
2016-05-20 07:00:00,-38.7,-257.4,-88.5,-160.1,-120.6,-257.9,-134.6,-158.4,-28.5,-72.7,-339.5,-249.2,-115.3,-184.8,-276.9,-169.1,-1257.3,-550.9,-440.7,-549.2,-276.9,-169.1,-1257.3
2016-05-20 08:00:00,-45.3,-302.2,-103.9,-187.3,-141.6,-302.0,-157.7,-186.3,-33.3,-85.2,-397.8,-292.7,-135.3,-217.1,-325.0,-198.0,-1472.4,-646.0,-516.3,-645.0,-325.0,-198.0,-1472.4
2016-05-20 09:00:00,-56.0,-374.0,-128.9,-230.6,-175.6,-372.7,-195.6,-230.7,-41.4,-105.3,-490.7,-363.0,-166.7,-269.4,-401.8,-244.3,-1821.1,-799.0,-637.4,-799.1,-401.8,-244.3,-1821.1
2016-05-20 10:00:00,-66.4,-444.0,-153.3,-272.5,-208.0,-442.1,-231.3,-273.0,-49.1,-124.7,-582.0,-430.9,-198.0,-318.7,-476.7,-290.4,-2156.5,-946.4,-755.8,-947.6,-476.7,-290.4,-2156.5
2016-05-20 11:00:00,-70.1,-469.9,-162.3,-287.2,-220.0,-466.2,-243.3,-288.8,-51.8,-131.6,-615.5,-456.7,-210.3,-335.1,-506.3,-306.2,-2269.8,-998.2,-798.9,-1002.1,-506.3,-306.2,-2269.8
2016-05-20 12:00:00,-70.8,-473.8,-163.7,-290.4,-221.9,-470.2,-244.9,-291.1,-52.1,-132.7,-619.9,-460.8,-212.9,-336.0,-511.1,-309.8,-2289.8,-1006.2,-804.6,-1009.7,-511.1,-309.8,-2289.8
2016-05-20 13:00:00,-69.0,-460.8,-158.9,-282.7,-215.5,-456.4,-237.9,-283.4,-50.3,-128.9,-602.7,-447.5,-207.4,-325.2,-496.9,-301.6,-2226.1,-977.7,-781.9,-980.2,-496.9,-301.6,-2226.1
2016-05-20 14:00:00,-71.6,-478.9,-165.5,-294.6,-224.3,-475.1,-247.8,-295.8,-52.4,-134.2,-628.4,-465.5,-215.6,-339.5,-517.2,-313.2,-2318.5,-1018.7,-815.0,-1020.6,-517.2,-313.2,-2318.5
2016-05-20 15:00:00,-76.7,-512.8,-177.0,-315.5,-240.1,-510.9,-265.2,-316.8,-56.3,-144.1,-677.1,-500.2,-231.6,-365.0,-554.6,-335.1,-2477.6,-1092.9,-877.5,-1096.7,-554.6,-335.1,-2477.6
2016-05-20 16:00:00,-75.5,-506.3,-173.9,-309.9,-236.0,-501.3,-261.2,-312.0,-55.2,-141.4,-664.0,-491.9,-228.0,-357.9,-545.1,-330.0,-2439.1,-1074.5,-860.6,-1077.8,-545.1,-330.0,-2439.1
2016-05-20 17:00:00,-76.7,-516.4,-178.2,-317.1,-241.2,-512.5,-265.1,-319.5,-56.5,-144.5,-680.8,-504.5,-233.3,-365.4,-559.1,-335.6,-2476.8,-1097.1,-881.7,-1103.2,-559.1,-335.6,-2476.8
2016-05-20 18:00:00,-69.1,-465.1,-160.8,-287.1,-218.0,-463.8,-239.4,-289.0,-50.9,-130.6,-614.5,-457.0,-211.0,-329.4,-506.3,-304.0,-2226.8,-992.1,-796.0,-997.4,-506.3,-304.0,-2226.8
2016-05-20 19:00:00,-56.4,-377.1,-130.2,-234.3,-176.8,-376.3,-195.0,-234.6,-41.3,-106.1,-498.2,-369.7,-171.3,-267.3,-410.6,-248.2,-1812.6,-806.0,-645.6,-808.3,-410.6,-248.2,-1812.6
2016-05-20 20:00:00,-46.0,-306.2,-105.7,-190.6,-143.6,-305.1,-158.7,-190.4,-33.7,-86.2,-404.1,-298.9,-138.9,-217.3,-333.1,-202.5,-1478.7,-654.2,-524.0,-655.1,-333.1,-202.5,-1478.7
2016-05-20 21:00:00,-39.8,-266.1,-91.1,-164.2,-124.2,-262.9,-138.7,-163.9,-29.3,-75.0,-349.0,-256.5,-119.2,-189.5,-286.8,-174.8,-1291.3,-565.4,-453.3,-565.3,-286.8,-174.8,-1291.3
2016-05-20 22:00:00,-36.1,-239.7,-82.2,-148.8,-112.1,-237.5,-125.4,-147.5,-26.4,-67.8,-314.6,-230.7,-107.3,-171.0,-257.9,-158.7,-1172.8,-510.5,-408.8,-509.0,-257.9,-158.7,-1172.8
2016-05-20 23:00:00,-34.0,-228.1,-78.5,-140.6,-106.3,-226.2,-118.8,-140.2,-25.1,-64.0,-300.8,-219.5,-101.7,-162.0,-244.9,-150.0,-1109.8,-485.2,-389.8,-483.2,-244.9,-150.0,-1109.8
2016-05-21 00:00:00,-35.7,-241.8,-83.7,-147.0,-112.0,-240.6,-125.8,-147.7,-26.5,-66.7,-321.8,-231.8,-106.4,-171.0,-256.7,-157.9,-1175.1,-514.1,-415.0,-509.2,-256.7,-157.9,-1175.1
2016-05-21 01:00:00,-37.7,-255.7,-88.3,-154.6,-118.3,-254.4,-132.6,-155.6,-28.0,-70.1,-340.7,-244.2,-112.3,-181.2,-270.9,-166.3,-1241.0,-542.6,-438.9,-537.7,-270.9,-166.3,-1241.0
2016-05-21 02:00:00,-38.0,-257.9,-89.1,-156.0,-119.5,-256.7,-133.7,-157.0,-28.3,-70.8,-343.7,-246.3,-113.3,-182.9,-273.7,-167.8,-1252.0,-547.4,-442.9,-542.6,-273.7,-167.8,-1252.0
